ref_a,ref_b
ref-sifre-n-292001,ref-b-1746409
ref-sifre-n-292001,ref-b-1746409
ref-sifre-n-292726,ref-b-2623480
ref-sifre-n-292750,ref-y-1745584
ref-sifre-n-292750,ref-y-1745584
ref-sifre-d-594,ref-bible-924779
ref-sifre-d-5330,ref-bible-779352
ref-sifre-d-5330,ref-bible-1116464
ref-sifre-d-5330,ref-bible-1116464
ref-sifre-d-8264,ref-bible-462701
ref-sifre-d-13258,ref-bible-656770
ref-sifre-d-13258,ref-bible-656770
ref-sifre-d-21932,ref-bible-550150
ref-sifre-d-34482,ref-b-159665
ref-sifre-d-38091,ref-b-2300384
ref-sifre-d-38247,ref-y-1816541
ref-sifre-d-38747,ref-bible-53871
ref-sifre-d-41697,ref-bible-1293698
ref-sifre-d-41697,ref-bible-1293698
ref-sifre-d-42745,ref-b-16468
ref-sifre-d-43948,ref-b-6352316
ref-sifre-d-44190,ref-bible-1579594
ref-sifre-d-45588,ref-b-4488927
ref-sifre-d-45588,ref-b-4488927
ref-sifre-d-47618,ref-y-18329
ref-sifre-d-47618,ref-y-18329
ref-sifre-d-47850,ref-b-55867
ref-sifre-d-48175,ref-y-18329
ref-sifre-d-48182,ref-y-18329
ref-sifre-d-50629,ref-b-705605
ref-sifre-d-52626,ref-b-7273544
ref-sifre-d-52760,ref-y-200858
ref-sifre-d-58209,ref-b-4499487
ref-sifre-d-65261,ref-y-182939
ref-sifre-d-65546,ref-b-2296126
ref-sifre-d-69527,ref-bible-884394
ref-sifre-d-69777,ref-b-4530664
ref-sifre-d-70322,ref-b-2758226
ref-sifre-d-70620,ref-y-3281236
ref-sifre-d-71321,ref-bible-1152113
ref-sifre-d-72102,ref-bible-1440087
ref-sifre-d-73702,ref-b-2377564
ref-sifre-d-73716,ref-b-2376904
ref-sifre-d-74660,ref-b-193908
ref-sifre-d-74660,ref-b-193908
ref-sifre-d-76645,ref-b-6393271
ref-sifre-d-76645,ref-bible-1311640
ref-sifre-d-77948,ref-bible-1007270
ref-sifre-d-78851,ref-b-6500002
ref-sifre-d-79231,ref-b-6500282
ref-sifre-d-79952,ref-bible-577938
ref-sifre-d-86100,ref-b-4489449
ref-sifre-d-100240,ref-b-4011223
ref-sifre-d-104023,ref-b-4027125
ref-sifre-d-104023,ref-b-4027125
ref-sifre-d-104654,ref-b-4009680
ref-sifre-d-105101,ref-y-2317300
ref-sifre-d-105144,ref-b-4010008
ref-sifre-d-105144,ref-b-4010008
ref-sifre-d-106257,ref-y-849090
ref-sifre-d-108893,ref-b-6964189
ref-sifre-d-110999,ref-y-1636599
ref-sifre-d-110999,ref-y-1636599
ref-sifre-d-112990,ref-b-6002721
ref-sifre-d-113190,ref-b-6002912
ref-sifre-d-113409,ref-bible-599842
ref-sifre-d-118425,ref-b-6476474
ref-sifre-d-118952,ref-b-6476796
ref-sifre-d-119315,ref-b-6476922
ref-sifre-d-120696,ref-b-7739380
ref-sifre-d-121945,ref-b-7562750
ref-sifre-d-124832,ref-b-1529143
ref-sifre-d-125169,ref-b-7034284
ref-sifre-d-125169,ref-b-7757635
ref-sifre-d-130354,ref-bible-367700
ref-sifre-d-134161,ref-b-6415046
ref-sifre-d-135017,ref-b-6416428
ref-sifre-d-135938,ref-b-6421594
ref-sifre-d-135938,ref-b-6421594
ref-sifre-d-139101,ref-b-7700088
ref-sifre-d-142040,ref-b-817795
ref-sifre-d-143400,ref-y-642305
ref-sifre-d-143409,ref-y-642305
ref-sifre-d-146732,ref-y-1258322
ref-sifre-d-152594,ref-b-4181110
ref-sifre-d-154618,ref-y-289460
ref-sifre-d-156502,ref-b-4443313
ref-sifre-d-157264,ref-b-4437835
ref-sifre-d-158514,ref-b-4460595
ref-sifre-d-159251,ref-b-4458282
ref-sifre-d-161914,ref-b-7955458
ref-sifre-d-161914,ref-b-7955458
ref-sifre-d-164497,ref-b-42821
ref-sifre-d-164842,ref-b-6850043
ref-sifre-d-165985,ref-y-28191
ref-sifre-d-167608,ref-b-42294
ref-sifre-d-168775,ref-b-2823435
ref-sifre-d-168775,ref-b-2823435
ref-sifre-d-169214,ref-b-7342785
ref-sifre-d-171869,ref-b-2282165
ref-sifre-d-179524,ref-y-3210927
ref-sifre-d-180402,ref-y-3310248
ref-sifre-d-180402,ref-b-6266654
ref-sifre-d-180807,ref-b-6272610
ref-sifre-d-180807,ref-b-6272610
ref-sifre-d-181936,ref-bible-375298
ref-sifre-d-183917,ref-b-6008007
ref-sifre-d-186948,ref-b-7879846
ref-sifre-d-188082,ref-b-7896417
ref-sifre-d-192003,ref-y-3246546
ref-sifre-d-194237,ref-y-3313858
ref-sifre-d-194237,ref-y-3313858
ref-sifre-d-197408,ref-y-3329145
ref-sifre-d-197627,ref-bible-378616
ref-sifre-d-197627,ref-bible-378616
ref-sifre-d-198153,ref-b-6453974
ref-sifre-d-200515,ref-b-3907832
ref-sifre-d-203939,ref-bible-379496
ref-sifre-d-205729,ref-b-4046405
ref-sifre-d-205883,ref-b-4046712
ref-sifre-d-205883,ref-y-2335968
ref-sifre-d-206491,ref-b-4047426
ref-sifre-d-206491,ref-y-2336922
ref-sifre-d-206491,ref-b-4047415
ref-sifre-d-206491,ref-y-2336922
ref-sifre-d-207041,ref-b-4050129
ref-sifre-d-210911,ref-b-4984076
ref-sifre-d-211428,ref-b-4057335
ref-sifre-d-211709,ref-b-4069121
ref-sifre-d-213701,ref-b-6064382
ref-sifre-d-213701,ref-b-6064382
ref-sifre-d-213701,ref-b-8675223
ref-sifre-d-213701,ref-b-8675223
ref-sifre-d-214274,ref-b-4031003
ref-sifre-d-215323,ref-b-2996261
ref-sifre-d-215885,ref-b-2996435
ref-sifre-d-219296,ref-b-5804469
ref-sifre-d-219296,ref-b-5804469
ref-sifre-d-219861,ref-b-5804813
ref-sifre-d-220003,ref-b-5804947
ref-sifre-d-220864,ref-b-6272063
ref-sifre-d-221894,ref-b-6110977
ref-sifre-d-222651,ref-b-6217524
ref-sifre-d-222651,ref-y-3258603
ref-sifre-d-225081,ref-b-101628
ref-sifre-d-225081,ref-b-5191347
ref-sifre-d-225081,ref-b-5992378
ref-sifre-d-225081,ref-b-5992378
ref-sifre-d-226259,ref-b-5179270
ref-sifre-d-226793,ref-b-101628
ref-sifre-d-226793,ref-b-5191347
ref-sifre-d-226793,ref-b-5992378
ref-sifre-d-226793,ref-b-5992378
ref-sifre-d-230029,ref-b-4046712
ref-sifre-d-230029,ref-y-2335968
ref-sifre-d-230029,ref-y-2335968
ref-sifre-d-230029,ref-y-677265
ref-sifre-d-230966,ref-y-2336264
ref-sifre-d-239804,ref-bible-384689
ref-sifre-d-240171,ref-b-1933808
ref-sifre-d-240174,ref-b-1933808
ref-sifre-d-243292,ref-b-3366940
ref-sifre-d-244890,ref-y-2109929
ref-sifre-d-246743,ref-bible-385358
ref-sifre-d-247993,ref-y-2943015
ref-sifre-d-247993,ref-y-2151598
ref-sifre-d-247993,ref-b-3927780
ref-sifre-d-248980,ref-bible-385767
ref-sifre-d-252853,ref-b-2255256
ref-sifre-d-252853,ref-b-2255376
ref-sifre-d-253287,ref-b-7486784
ref-sifre-d-253405,ref-b-2257161
ref-sifre-d-253405,ref-b-2257161
ref-sifre-d-254620,ref-b-4393329
ref-sifre-d-254668,ref-y-2821832
ref-sifre-d-256806,ref-b-4357803
ref-sifre-d-259753,ref-b-4051553
ref-sifre-d-260114,ref-b-5490257
ref-sifre-d-262826,ref-b-5475538
ref-sifre-d-271448,ref-bible-1010699
ref-sifre-d-271467,ref-b-6245802
ref-sifre-d-272991,ref-b-2874389
ref-sifre-d-272991,ref-b-2896335
ref-sifre-d-275327,ref-b-2978444
ref-sifre-d-275327,ref-b-3178513
ref-sifre-d-275862,ref-b-4427707
ref-sifre-d-278846,ref-b-5732903
ref-sifre-d-278846,ref-b-5732903
ref-sifre-d-279244,ref-b-5732677
ref-sifre-d-280909,ref-bible-140728
ref-sifre-d-286268,ref-bible-348742
ref-sifre-d-288125,ref-y-1561422
ref-sifre-d-292132,ref-b-3458810
ref-sifre-d-292378,ref-b-3459219
ref-sifre-d-309230,ref-b-4011120
ref-sifre-d-312025,ref-b-2401910
ref-sifre-d-312025,ref-b-2401910
ref-sifre-d-315913,ref-b-1570016
ref-sifre-d-323884,ref-y-277174
ref-sifre-d-324806,ref-bible-405782
ref-sifre-d-324841,ref-bible-405782
ref-sifre-d-325863,ref-y-276759
ref-sifre-d-325962,ref-b-3607015
ref-sifre-d-351990,ref-bible-1092585
ref-sifre-d-352429,ref-bible-1120762
ref-sifre-d-362299,ref-bible-1262167
ref-sifre-d-379049,ref-b-7404445
ref-sifre-d-379049,ref-b-7404445
ref-sifre-d-379791,ref-b-7405238
ref-sifre-d-381168,ref-y-1806777
